x,y,saturation,concentration
2.615,0.665,0,0.340691
2.625,0.665,0,0.309768
2.635,0.665,0,0.277692
2.645,0.665,0,0.239821
2.655,0.665,0,0.189014
2.665,0.665,0,0.130366
2.675,0.665,0,0.0768949
2.685,0.665,0,0.0396561
2.695,0.665,0,0.0419432
2.705,0.665,0,0.0781461
2.715,0.665,0,0.122609
2.725,0.665,0,0.159964
2.735,0.665,0,0.181548
2.745,0.665,0,0.190651
2.755,0.665,0,0.187112
2.765,0.665,0,0.17729
2.775,0.665,0,0.162205
2.785,0.665,0,0.141227
2.795,0.665,0,0.112479
2.805,0.665,0,0.071489
2.815,0.665,0,0.0446855
2.825,0.665,0,0.0252622
2.835,0.665,0,0.0122333
2.845,0.665,0,0.00470144
2.855,0.665,0,0.00132026
0.005,0.675,0,0.0313244
0.015,0.675,0,0.0316121
0.025,0.675,0,0.0321585
0.035,0.675,0,0.033054
0.045,0.675,0,0.0344383
0.055,0.675,0,0.0365475
0.065,0.675,0,0.0412854
0.075,0.675,0,0.0480061
0.085,0.675,0,0.0580161
0.095,0.675,0,0.07197
0.105,0.675,0,0.0901644
0.115,0.675,0,0.113092
0.125,0.675,0,0.143814
0.135,0.675,0,0.165478
0.145,0.675,0,0.17977
0.155,0.675,0,0.184772
0.165,0.675,0,0.179929
0.175,0.675,0,0.165509
0.185,0.675,0,0.14191
0.195,0.675,0,0.125403
0.205,0.675,0,0.115761
0.215,0.675,0,0.113907
0.225,0.675,0,0.119589
0.235,0.675,0,0.131914
0.245,0.675,0,0.151261
0.255,0.675,0,0.168083
0.265,0.675,0,0.183834
0.275,0.675,0,0.197633
0.285,0.675,0,0.208805
0.295,0.675,0,0.217092
0.305,0.675,0,0.22211
0.315,0.675,0,0.223942
0.325,0.675,0,0.222948
0.335,0.675,0,0.219395
0.345,0.675,0,0.21395
0.355,0.675,0,0.20743
0.365,0.675,0,0.201019
0.375,0.675,0,0.197341
0.385,0.675,0,0.195531
0.395,0.675,0,0.195777
0.405,0.675,0,0.198117
0.415,0.675,0,0.202848
0.425,0.675,0,0.209214
0.435,0.675,0,0.212925
0.445,0.675,0,0.212872
0.455,0.675,0,0.207513
0.465,0.675,0,0.195741
0.475,0.675,0,0.174708
0.485,0.675,0,0.145579
0.495,0.675,0,0.129169
0.505,0.675,0,0.121723
0.515,0.675,0,0.120176
0.525,0.675,0,0.121342
0.535,0.675,0,0.121882
0.545,0.675,0,0.116607
0.555,0.675,0,0.10913
0.565,0.675,0,0.100772
0.575,0.675,0,0.0921899
0.585,0.675,0,0.0837943
0.595,0.675,0,0.0749408
0.605,0.675,0,0.0662115
0.615,0.675,0,0.0588192
0.625,0.675,0,0.0517836
0.635,0.675,0,0.0451353
0.645,0.675,0,0.0388732
0.655,0.675,0,0.0323587
0.665,0.675,0,0.0264706
0.675,0.675,0,0.0219574
0.685,0.675,0,0.0180949
0.695,0.675,0,0.0149287
0.705,0.675,0,0.012492
0.715,0.675,0,0.0107303
0.725,0.675,0,0.00998974
0.735,0.675,0,0.00947903
0.745,0.675,0,0.0087747
0.755,0.675,0,0.00761244
0.765,0.675,0,0.00587248
0.775,0.675,0,0.00373866
0.785,0.675,0,0.00216876
0.795,0.675,0,0.00127476
0.805,0.675,0,0.000704576
0.815,0.675,0,0.000366069
0.825,0.675,0,0.000177598
0.835,0.675,0,7.63789e-05
0.845,0.675,0,3.96185e-05
0.855,0.675,0,2.8702e-05
0.865,0.675,0,2.95493e-05
0.875,0.675,0,3.78647e-05
0.885,0.675,0,5.0241e-05
0.895,0.675,0,6.37488e-05
0.905,0.675,0,6.70067e-05
0.915,0.675,0,6.07424e-05
0.925,0.675,0,4.9712e-05
0.935,0.675,0,3.71037e-05
0.945,0.675,0,2.59653e-05
0.955,0.675,0,1.82814e-05
0.965,0.675,0,2.05125e-05
0.975,0.675,0,4.59712e-05
0.985,0.675,0,0.000153036
0.995,0.675,0,0.000497012
1.005,0.675,0,0.00134348
1.015,0.675,0,0.00425347
1.025,0.675,0,0.0111693
1.035,0.675,0,0.0227674
1.045,0.675,0,0.0397348
1.055,0.675,0,0.0620658
1.065,0.675,0,0.0893366
1.075,0.675,0,0.127102
1.085,0.675,0,0.16337
1.095,0.675,0,0.197593
1.105,0.675,0,0.230925
1.115,0.675,0,0.262662
1.125,0.675,0,0.292246
1.135,0.675,0,0.323955
1.145,0.675,0,0.348155
1.155,0.675,0,0.367863
1.165,0.675,0,0.384044
1.175,0.675,0,0.396946
1.185,0.675,0,0.407298
1.195,0.675,0,0.418231
1.205,0.675,0,0.426893
1.215,0.675,0,0.434806
1.225,0.675,0,0.4425
1.235,0.675,0,0.450129
1.245,0.675,0,0.457833
1.255,0.675,0,0.467145
1.265,0.675,0,0.474562
1.275,0.675,0,0.481405
1.285,0.675,0,0.487941
1.295,0.675,0,0.4942
1.305,0.675,0,0.500212
1.315,0.675,0,0.50729
1.325,0.675,0,0.512941
1.335,0.675,0,0.518374
1.345,0.675,0,0.523814
1.355,0.675,0,0.529458
1.365,0.675,0,0.535608
1.375,0.675,0,0.546818
1.385,0.675,0,0.558589
1.395,0.675,0,0.568261
1.405,0.675,0,0.575249
1.415,0.675,0,0.579837
1.425,0.675,0,0.583269
1.435,0.675,0,0.588094
1.445,0.675,0,0.592969
1.455,0.675,0,0.598388
1.465,0.675,0,0.604265
1.475,0.675,0,0.610528
1.485,0.675,0,0.617202
1.495,0.675,0,0.625851
1.505,0.675,0,0.633066
1.515,0.675,0,0.640367
1.525,0.675,0,0.647673
1.535,0.675,0,0.654905
1.545,0.675,0,0.662131
1.555,0.675,0,0.670472
1.565,0.675,0,0.676902
1.575,0.675,0,0.683068
1.585,0.675,0,0.688978
1.595,0.675,0,0.69464
1.605,0.675,0,0.700228
1.615,0.675,0,0.706485
1.625,0.675,0,0.71134
1.635,0.675,0,0.71599
1.645,0.675,0,0.720433
1.655,0.675,0,0.724659
1.665,0.675,0,0.72881
1.675,0.675,0,0.733216
1.685,0.675,0,0.736482
1.695,0.675,0,0.739425
1.705,0.675,0,0.742026
1.715,0.675,0,0.744266
1.725,0.675,0,0.7462
1.735,0.675,0,0.747766
1.745,0.675,0,0.748546
1.755,0.675,0,0.748908
1.765,0.675,0,0.748876
1.775,0.675,0,0.748484
1.785,0.675,0,0.747709
1.795,0.675,0,0.746427
1.805,0.675,0,0.745056
1.815,0.675,0,0.743468
1.825,0.675,0,0.741673
1.835,0.675,0,0.739681
1.845,0.675,0,0.737327
1.855,0.675,0,0.734488
1.865,0.675,0,0.731912
1.875,0.675,0,0.729211
1.885,0.675,0,0.726376
1.895,0.675,0,0.723382
1.905,0.675,0,0.71987
1.915,0.675,0,0.715705
1.925,0.675,0,0.711641
1.935,0.675,0,0.707083
1.945,0.675,0,0.701874
1.955,0.675,0,0.695826
1.965,0.675,0,0.687858
1.975,0.675,0,0.677203
1.985,0.675,0,0.665913
1.995,0.675,0,0.652836
2.005,0.675,0,0.638195
2.015,0.675,0,0.622523
2.025,0.675,0,0.605624
2.035,0.675,0,0.594443
2.045,0.675,0,0.592493
2.055,0.675,0,0.59368
2.065,0.675,0,0.595594
2.075,0.675,0,0.596215
2.085,0.675,0,0.593484
2.095,0.675,0,0.585926
2.105,0.675,0,0.575652
2.115,0.675,0,0.562629
2.125,0.675,0,0.547868
2.135,0.675,0,0.53256
2.145,0.675,0,0.516323
2.155,0.675,0,0.501718
2.165,0.675,0,0.48902
2.175,0.675,0,0.475369
2.185,0.675,0,0.459889
2.195,0.675,0,0.441885
2.205,0.675,0,0.417759
2.215,0.675,0,0.390389
2.225,0.675,0,0.364069
2.235,0.675,0,0.337475
2.245,0.675,0,0.312019
2.255,0.675,0,0.289038
2.265,0.675,0,0.267007
2.275,0.675,0,0.249747
2.285,0.675,0,0.235589
2.295,0.675,0,0.221822
2.305,0.675,0,0.208624
2.315,0.675,0,0.196817
2.325,0.675,0,0.188674
2.335,0.675,0,0.189211
2.345,0.675,0,0.192463
2.355,0.675,0,0.193618
2.365,0.675,0,0.189685
2.375,0.675,0,0.178333
2.385,0.675,0,0.152642
2.395,0.675,0,0.121592
2.405,0.675,0,0.0925073
2.415,0.675,0,0.0655508
2.425,0.675,0,0.0422573
2.435,0.675,0,0.0236932
2.445,0.675,0,0.00926999
2.455,0.675,0,0.0034702
2.465,0.675,0,0.00221509
2.475,0.675,0,0.0039111
2.485,0.675,0,0.00894442
2.495,0.675,0,0.0184523
2.505,0.675,0,0.0403684
2.515,0.675,0,0.0757189
2.525,0.675,0,0.120655
2.535,0.675,0,0.172547
2.545,0.675,0,0.223511
2.555,0.675,0,0.263938
2.565,0.675,0,0.296684
2.575,0.675,0,0.318962
2.585,0.675,0,0.336592
2.595,0.675,0,0.350242
2.605,0.675,0,0.353109
2.615,0.675,0,0.335803
2.625,0.675,0,0.30439
2.635,0.675,0,0.275728
2.645,0.675,0,0.243878
2.655,0.675,0,0.199682
2.665,0.675,0,0.144972
2.675,0.675,0,0.088881
2.685,0.675,0,0.0447046
2.695,0.675,0,0.0484704
2.705,0.675,0,0.082451
2.715,0.675,0,0.122825
2.725,0.675,0,0.157018
2.735,0.675,0,0.1799
2.745,0.675,0,0.189804
2.755,0.675,0,0.18537
2.765,0.675,0,0.173837
2.775,0.675,0,0.157018
2.785,0.675,0,0.135281
2.795,0.675,0,0.107903
2.805,0.675,0,0.0695132
2.815,0.675,0,0.0436092
2.825,0.675,0,0.0247426
2.835,0.675,0,0.0120107
2.845,0.675,0,0.00460751
2.855,0.675,0,0.001305
0.005,0.685,0,0.0224852
0.015,0.685,0,0.0228
0.025,0.685,0,0.023401
0.035,0.685,0,0.0243892
0.045,0.685,0,0.0259179
0.055,0.685,0,0.0282448
0.065,0.685,0,0.0334179
0.075,0.685,0,0.0406663
0.085,0.685,0,0.051299
0.095,0.685,0,0.0658734
0.105,0.685,0,0.0844986
0.115,0.685,0,0.107355
0.125,0.685,0,0.1375
0.135,0.685,0,0.159185
0.145,0.685,0,0.17442
0.155,0.685,0,0.181172
0.165,0.685,0,0.17872
0.175,0.685,0,0.167214
0.185,0.685,0,0.146699
0.195,0.685,0,0.131107
0.205,0.685,0,0.121414
0.215,0.685,0,0.118928
0.225,0.685,0,0.123581
0.235,0.685,0,0.134274
0.245,0.685,0,0.150935
0.255,0.685,0,0.165166
0.265,0.685,0,0.178368
0.275,0.685,0,0.189733
0.285,0.685,0,0.198629
0.295,0.685,0,0.204701
0.305,0.685,0,0.20757
0.315,0.685,0,0.208579
0.325,0.685,0,0.206916
0.335,0.685,0,0.203207
0.345,0.685,0,0.198384
0.355,0.685,0,0.193387
0.365,0.685,0,0.189311
0.375,0.685,0,0.187588
0.385,0.685,0,0.187414
0.395,0.685,0,0.188834
0.405,0.685,0,0.191813
0.415,0.685,0,0.196641
0.425,0.685,0,0.202837
0.435,0.685,0,0.206758
0.445,0.685,0,0.207465
0.455,0.685,0,0.203389
0.465,0.685,0,0.193241
0.475,0.685,0,0.17383
0.485,0.685,0,0.144574
0.495,0.685,0,0.123926
0.505,0.685,0,0.112628
0.515,0.685,0,0.108216
0.525,0.685,0,0.107812
0.535,0.685,0,0.107288
0.545,0.685,0,0.1005
0.555,0.685,0,0.0916021
0.565,0.685,0,0.0821285
0.575,0.685,0,0.0728782
0.585,0.685,0,0.0643231
0.595,0.685,0,0.0558595
0.605,0.685,0,0.0479634
0.615,0.685,0,0.0415997
0.625,0.685,0,0.0357452
0.635,0.685,0,0.0303999
0.645,0.685,0,0.0255459
0.655,0.685,0,0.0207169
0.665,0.685,0,0.016636
0.675,0.685,0,0.0137993
0.685,0.685,0,0.0117086
0.695,0.685,0,0.0104263
0.705,0.685,0,0.0100128
0.715,0.685,0,0.0108129
0.725,0.685,0,0.0130918
0.735,0.685,0,0.0145634
0.745,0.685,0,0.0151289
0.755,0.685,0,0.0142833
0.765,0.685,0,0.0117486
0.775,0.685,0,0.00769873
0.785,0.685,0,0.00440645
0.795,0.685,0,0.00249762
0.805,0.685,0,0.00131082
0.815,0.685,0,0.000643332
0.825,0.685,0,0.000293786
0.835,0.685,0,0.000120232
0.845,0.685,0,6.63561e-05
0.855,0.685,0,5.97218e-05
0.865,0.685,0,7.75065e-05
0.875,0.685,0,0.000112429
0.885,0.685,0,0.000157785
0.895,0.685,0,0.00020701
0.905,0.685,0,0.000220684
0.915,0.685,0,0.0002002
0.925,0.685,0,0.000162071
0.935,0.685,0,0.000117171
0.945,0.685,0,7.58332e-05
0.955,0.685,0,4.26467e-05
0.965,0.685,0,2.94437e-05
0.975,0.685,0,3.85322e-05
0.985,0.685,0,0.000101405
0.995,0.685,0,0.000313447
1.005,0.685,0,0.000841037
1.015,0.685,0,0.00267822
1.025,0.685,0,0.00722291
1.035,0.685,0,0.0153167
1.045,0.685,0,0.0277812
1.055,0.685,0,0.0449123
1.065,0.685,0,0.0666743
1.075,0.685,0,0.0983003
1.085,0.685,0,0.13023
1.095,0.685,0,0.161667
1.105,0.685,0,0.19356
1.115,0.685,0,0.225274
1.125,0.685,0,0.256273
1.135,0.685,0,0.291843
1.145,0.685,0,0.319859
1.155,0.685,0,0.341518
1.165,0.685,0,0.358574
1.175,0.685,0,0.372297
1.185,0.685,0,0.384649
1.195,0.685,0,0.398222
1.205,0.685,0,0.408868
1.215,0.685,0,0.418541
1.225,0.685,0,0.427988
1.235,0.685,0,0.437254
1.245,0.685,0,0.44621
1.255,0.685,0,0.455811
1.265,0.685,0,0.462694
1.275,0.685,0,0.468631
1.285,0.685,0,0.473979
1.295,0.685,0,0.478829
1.305,0.685,0,0.483254
1.315,0.685,0,0.488135
1.325,0.685,0,0.491761
1.335,0.685,0,0.495029
1.345,0.685,0,0.498095
1.355,0.685,0,0.501164
1.365,0.685,0,0.504585
1.375,0.685,0,0.513575
1.385,0.685,0,0.524786
1.395,0.685,0,0.534243
1.405,0.685,0,0.541572
1.415,0.685,0,0.546392
1.425,0.685,0,0.548313
1.435,0.685,0,0.551659
1.445,0.685,0,0.555167
1.455,0.685,0,0.559156
1.465,0.685,0,0.563596
1.475,0.685,0,0.568482
1.485,0.685,0,0.573889
1.495,0.685,0,0.581354
1.505,0.685,0,0.588009
1.515,0.685,0,0.595074
1.525,0.685,0,0.602436
1.535,0.685,0,0.609965
1.545,0.685,0,0.617669
1.555,0.685,0,0.62668
1.565,0.685,0,0.633632
1.575,0.685,0,0.64027
1.585,0.685,0,0.646589
1.595,0.685,0,0.652595
1.605,0.685,0,0.658466
1.615,0.685,0,0.664952
1.625,0.685,0,0.669923
1.635,0.685,0,0.674643
1.645,0.685,0,0.679115
1.655,0.685,0,0.683344
1.665,0.685,0,0.68748
1.675,0.685,0,0.691882
1.685,0.685,0,0.69519
1.695,0.685,0,0.698237
1.705,0.685,0,0.701023
1.715,0.685,0,0.703543
1.725,0.685,0,0.705895
1.735,0.685,0,0.708115
1.745,0.685,0,0.709519
1.755,0.685,0,0.71045
1.765,0.685,0,0.710919
1.775,0.685,0,0.71098
1.785,0.685,0,0.710696
1.795,0.685,0,0.709965
1.805,0.685,0,0.709024
1.815,0.685,0,0.707823
1.825,0.685,0,0.706368
1.835,0.685,0,0.704667
1.845,0.685,0,0.702572
1.855,0.685,0,0.699993
1.865,0.685,0,0.697698
1.875,0.685,0,0.695415
1.885,0.685,0,0.693176
1.895,0.685,0,0.690972
1.905,0.685,0,0.688504
1.915,0.685,0,0.685433
1.925,0.685,0,0.68218
1.935,0.685,0,0.678224
1.945,0.685,0,0.673291
1.955,0.685,0,0.667067
1.965,0.685,0,0.658144
1.975,0.685,0,0.645466
1.985,0.685,0,0.63194
1.995,0.685,0,0.616851
2.005,0.685,0,0.601212
2.015,0.685,0,0.586474
2.025,0.685,0,0.57463
2.035,0.685,0,0.57472
2.045,0.685,0,0.582143
2.055,0.685,0,0.589862
2.065,0.685,0,0.595494
2.075,0.685,0,0.597606
2.085,0.685,0,0.594716
2.095,0.685,0,0.585428
2.105,0.685,0,0.572508
2.115,0.685,0,0.556165
2.125,0.685,0,0.537446
2.135,0.685,0,0.517571
2.145,0.685,0,0.49572
2.155,0.685,0,0.475547
2.165,0.685,0,0.458086
2.175,0.685,0,0.440089
2.185,0.685,0,0.42101
2.195,0.685,0,0.400484
2.205,0.685,0,0.375319
2.215,0.685,0,0.349518
2.225,0.685,0,0.326898
2.235,0.685,0,0.305704
2.245,0.685,0,0.286466
2.255,0.685,0,0.269472
2.265,0.685,0,0.252722
2.275,0.685,0,0.238051
2.285,0.685,0,0.224757
2.295,0.685,0,0.21172
2.305,0.685,0,0.200233
2.315,0.685,0,0.192123
2.325,0.685,0,0.191392
2.335,0.685,0,0.198896
2.345,0.685,0,0.205884
2.355,0.685,0,0.209075
2.365,0.685,0,0.206149
2.375,0.685,0,0.195344
2.385,0.685,0,0.169097
2.395,0.685,0,0.135364
2.405,0.685,0,0.103199
2.415,0.685,0,0.073231
2.425,0.685,0,0.0473202
2.435,0.685,0,0.0266756
2.445,0.685,0,0.00990828
2.455,0.685,0,0.00387003
2.465,0.685,0,0.00277556
2.475,0.685,0,0.00507075
2.485,0.685,0,0.0112241
2.495,0.685,0,0.0224652
2.505,0.685,0,0.0476486
2.515,0.685,0,0.0871503
2.525,0.685,0,0.134754
2.535,0.685,0,0.183691
2.545,0.685,0,0.226775
2.555,0.685,0,0.258028
2.565,0.685,0,0.284911
2.575,0.685,0,0.305978
2.585,0.685,0,0.326651
2.595,0.685,0,0.343778
2.605,0.685,0,0.34841
2.615,0.685,0,0.329886
2.625,0.685,0,0.293883
2.635,0.685,0,0.263791
2.645,0.685,0,0.232766
2.655,0.685,0,0.19239
2.665,0.685,0,0.143029
2.675,0.685,0,0.0907504
2.685,0.685,0,0.0470635
2.695,0.685,0,0.0540889
2.705,0.685,0,0.085095
2.715,0.685,0,0.122358
2.725,0.685,0,0.155742
2.735,0.685,0,0.180001
2.745,0.685,0,0.189346
2.755,0.685,0,0.182621
2.765,0.685,0,0.167643
2.775,0.685,0,0.147274
2.785,0.685,0,0.123359
2.795,0.685,0,0.0970036
2.805,0.685,0,0.0624974
2.815,0.685,0,0.0392172
2.825,0.685,0,0.0223528
2.835,0.685,0,0.0110093
2.845,0.685,0,0.00437731
2.855,0.685,0,0.00126554
0.005,0.695,0,0.0155721
0.015,0.695,0,0.0158968
0.025,0.695,0,0.0165258
0.035,0.695,0,0.0175729
0.045,0.695,0,0.0192077
0.055,0.695,0,0.0217115
0.065,0.695,0,0.027236
0.075,0.695,0,0.0349487
0.085,0.695,0,0.0460572
0.095,0.695,0,0.0609036
0.105,0.695,0,0.0794536
0.115,0.695,0,0.101801
0.125,0.695,0,0.130907
0.135,0.695,0,0.152078
0.145,0.695,0,0.168005
0.155,0.695,0,0.17651
0.165,0.695,0,0.176672
0.175,0.695,0,0.168542
0.185,0.695,0,0.152189
0.195,0.695,0,0.138699
0.205,0.695,0,0.129728
0.215,0.695,0,0.126906
0.225,0.695,0,0.130415
0.235,0.695,0,0.139157
0.245,0.695,0,0.152511
0.255,0.695,0,0.163523
0.265,0.695,0,0.173519
0.275,0.695,0,0.181799
0.285,0.695,0,0.187807
0.295,0.695,0,0.191134
0.305,0.695,0,0.191462
0.315,0.695,0,0.19156
0.325,0.695,0,0.18939
0.335,0.695,0,0.185866
0.345,0.695,0,0.182054
0.355,0.695,0,0.178776
0.365,0.695,0,0.176926
0.375,0.695,0,0.176927
0.385,0.695,0,0.178152
0.395,0.695,0,0.180562
0.405,0.695,0,0.184086
0.415,0.695,0,0.189022
0.425,0.695,0,0.195148
0.435,0.695,0,0.199424
0.445,0.695,0,0.201173
0.455,0.695,0,0.19884
0.465,0.695,0,0.19096
0.475,0.695,0,0.173964
0.485,0.695,0,0.145418
0.495,0.695,0,0.120888
0.505,0.695,0,0.105695
0.515,0.695,0,0.0980371
0.525,0.695,0,0.0954536
0.535,0.695,0,0.0942428
0.545,0.695,0,0.086131
0.555,0.695,0,0.07609
0.565,0.695,0,0.0658418
0.575,0.695,0,0.0563002
0.585,0.695,0,0.0479677
0.595,0.695,0,0.0402821
0.605,0.695,0,0.0334192
0.615,0.695,0,0.0283735
0.625,0.695,0,0.0238547
0.635,0.695,0,0.0198424
0.645,0.695,0,0.0163691
0.655,0.695,0,0.0132582
0.665,0.695,0,0.0109353
0.675,0.695,0,0.00976952
0.685,0.695,0,0.00951587
0.695,0.695,0,0.0102748
0.705,0.695,0,0.0121656
0.715,0.695,0,0.016124
0.725,0.695,0,0.0226857
0.735,0.695,0,0.0267087
0.745,0.695,0,0.0287958
0.755,0.695,0,0.0280952
0.765,0.695,0,0.0240325
0.775,0.695,0,0.0164906
0.785,0.695,0,0.00977302
0.795,0.695,0,0.00562838
0.805,0.695,0,0.00298202
0.815,0.695,0,0.00146937
0.825,0.695,0,0.000670263
0.835,0.695,0,0.000274799
0.845,0.695,0,0.000157463
0.855,0.695,0,0.00015281
0.865,0.695,0,0.00021
0.875,0.695,0,0.000312873
0.885,0.695,0,0.000445559
0.895,0.695,0,0.00059333
0.905,0.695,0,0.000639704
0.915,0.695,0,0.000584718
0.925,0.695,0,0.00047668
0.935,0.695,0,0.000346914
0.945,0.695,0,0.000225229
0.955,0.695,0,0.000123352
0.965,0.695,0,7.09883e-05
0.975,0.695,0,5.26036e-05
0.985,0.695,0,7.72076e-05
0.995,0.695,0,0.000196483
1.005,0.695,0,0.000504365
1.015,0.695,0,0.00158856
1.025,0.695,0,0.00436237
1.035,0.695,0,0.0095809
1.045,0.695,0,0.0180094
1.055,0.695,0,0.0300692
1.065,0.695,0,0.0459597
1.075,0.695,0,0.0701314
1.085,0.695,0,0.0957681
1.095,0.695,0,0.12214
1.105,0.695,0,0.150059
1.115,0.695,0,0.178989
1.125,0.695,0,0.208384
1.135,0.695,0,0.243712
1.145,0.695,0,0.273231
1.155,0.695,0,0.295362
1.165,0.695,0,0.312818
1.175,0.695,0,0.327502
1.185,0.695,0,0.341867
1.195,0.695,0,0.359052
1.205,0.695,0,0.372316
1.215,0.695,0,0.383975
1.225,0.695,0,0.394933
1.235,0.695,0,0.405193
1.245,0.695,0,0.414558
1.255,0.695,0,0.424479
1.265,0.695,0,0.431535
1.275,0.695,0,0.43753
1.285,0.695,0,0.442836
1.295,0.695,0,0.447554
1.305,0.695,0,0.451772
1.315,0.695,0,0.456362
1.325,0.695,0,0.459794
1.335,0.695,0,0.462963
1.345,0.695,0,0.466025
1.355,0.695,0,0.469067
1.365,0.695,0,0.472182
1.375,0.695,0,0.475905
1.385,0.695,0,0.480179
1.395,0.695,0,0.485934
1.405,0.695,0,0.493088
1.415,0.695,0,0.499807
1.425,0.695,0,0.50207
1.435,0.695,0,0.505352
1.445,0.695,0,0.507896
1.455,0.695,0,0.510523
1.465,0.695,0,0.513344
1.475,0.695,0,0.516478
1.485,0.695,0,0.520094
1.495,0.695,0,0.525578
1.505,0.695,0,0.531015
1.515,0.695,0,0.537252
1.525,0.695,0,0.544187
1.535,0.695,0,0.55166
1.545,0.695,0,0.559616
1.555,0.695,0,0.569142
1.565,0.695,0,0.57652
1.575,0.695,0,0.583528
1.585,0.695,0,0.590146
1.595,0.695,0,0.596369
1.605,0.695,0,0.602378
1.615,0.695,0,0.608916
1.625,0.695,0,0.613861
1.635,0.695,0,0.618521
1.645,0.695,0,0.622911
1.655,0.695,0,0.627045
1.665,0.695,0,0.631085
1.675,0.695,0,0.635404
1.685,0.695,0,0.638686
1.695,0.695,0,0.641757
1.705,0.695,0,0.644626
1.715,0.695,0,0.647305
1.725,0.695,0,0.64993
1.735,0.695,0,0.652668
1.745,0.695,0,0.654652
1.755,0.695,0,0.656031
1.765,0.695,0,0.656793
1.775,0.695,0,0.657045
1.785,0.695,0,0.657044
1.795,0.695,0,0.656649
1.805,0.695,0,0.655929
1.815,0.695,0,0.654864
1.825,0.695,0,0.653442
1.835,0.695,0,0.651661
1.845,0.695,0,0.649338
1.855,0.695,0,0.646377
1.865,0.695,0,0.643824
1.875,0.695,0,0.641556
1.885,0.695,0,0.639758
1.895,0.695,0,0.638481
1.905,0.695,0,0.637461
1.915,0.695,0,0.63602
1.925,0.695,0,0.634032
1.935,0.695,0,0.630986
1.945,0.695,0,0.626466
1.955,0.695,0,0.620019
1.965,0.695,0,0.609864
1.975,0.695,0,0.595129
1.985,0.695,0,0.580333
1.995,0.695,0,0.565623
2.005,0.695,0,0.553083
2.015,0.695,0,0.545055
2.025,0.695,0,0.545768
2.035,0.695,0,0.561016
2.045,0.695,0,0.575325
2.055,0.695,0,0.585941
2.065,0.695,0,0.591951
2.075,0.695,0,0.593258
2.085,0.695,0,0.588999
2.095,0.695,0,0.57805
2.105,0.695,0,0.563238
2.115,0.695,0,0.544408
2.125,0.695,0,0.522435
2.135,0.695,0,0.49844
2.145,0.695,0,0.471002
2.155,0.695,0,0.444704
2.165,0.695,0,0.42176
2.175,0.695,0,0.399184
2.185,0.695,0,0.377229
2.195,0.695,0,0.356103
2.205,0.695,0,0.332898
2.215,0.695,0,0.31157
2.225,0.695,0,0.294179
2.235,0.695,0,0.278543
2.245,0.695,0,0.264612
2.255,0.695,0,0.252141
2.265,0.695,0,0.238788
2.275,0.695,0,0.225472
2.285,0.695,0,0.212947
2.295,0.695,0,0.201548
2.305,0.695,0,0.193394
2.315,0.695,0,0.190737
2.325,0.695,0,0.197662
2.335,0.695,0,0.209496
2.345,0.695,0,0.217531
2.355,0.695,0,0.220881
2.365,0.695,0,0.218176
2.375,0.695,0,0.208208
2.385,0.695,0,0.183161
2.395,0.695,0,0.148294
2.405,0.695,0,0.11384
2.415,0.695,0,0.081156
2.425,0.695,0,0.0525751
2.435,0.695,0,0.0296262
2.445,0.695,0,0.0102595
2.455,0.695,0,0.00434246
2.465,0.695,0,0.00370826
2.475,0.695,0,0.00693947
2.485,0.695,0,0.0145603
2.495,0.695,0,0.0278239
2.505,0.695,0,0.0565136
2.515,0.695,0,0.0984742
2.525,0.695,0,0.145662
2.535,0.695,0,0.187701
2.545,0.695,0,0.220584
2.555,0.695,0,0.24501
2.565,0.695,0,0.269552
2.575,0.695,0,0.291132
2.585,0.695,0,0.316322
2.595,0.695,0,0.337752
2.605,0.695,0,0.344131
2.615,0.695,0,0.323438
2.625,0.695,0,0.278656
2.635,0.695,0,0.2424
2.645,0.695,0,0.208053
2.655,0.695,0,0.168448
2.665,0.695,0,0.12433
2.675,0.695,0,0.0811315
2.685,0.695,0,0.0480092
2.695,0.695,0,0.0595237
2.705,0.695,0,0.0890295
2.715,0.695,0,0.125241
2.725,0.695,0,0.159167
2.735,0.695,0,0.183047
2.745,0.695,0,0.189766
2.755,0.695,0,0.179491
2.765,0.695,0,0.159748
2.775,0.695,0,0.134979
2.785,0.695,0,0.10863
2.795,0.695,0,0.083392
2.805,0.695,0,0.0529906
2.815,0.695,0,0.0331237
2.825,0.695,0,0.018982
2.835,0.695,0,0.0096497
2.845,0.695,0,0.00419497
2.855,0.695,0,0.00127464
0.005,0.705,0,0.0100681
0.015,0.705,0,0.0103958
0.025,0.705,0,0.0110411
0.035,0.705,0,0.0121412
0.045,0.705,0,0.0138864
0.055,0.705,0,0.0165803
0.065,0.705,0,0.0224877
0.075,0.705,0,0.0307127
0.085,0.705,0,0.0422086
0.095,0.705,0,0.0571304
0.105,0.705,0,0.0753005
0.115,0.705,0,0.0966768
0.125,0.705,0,0.124007
0.135,0.705,0,0.143915
0.145,0.705,0,0.159638
0.155,0.705,0,0.16945
0.165,0.705,0,0.172421
0.175,0.705,0,0.168159
0.185,0.705,0,0.157252
0.195,0.705,0,0.147624
0.205,0.705,0,0.140582
0.215,0.705,0,0.137935
0.225,0.705,0,0.140154
0.235,0.705,0,0.146322
0.245,0.705,0,0.155021
0.255,0.705,0,0.162007
0.265,0.705,0,0.168003
0.275,0.705,0,0.172434
