# t, p_1, p_2, mob_A, imm_A, diss_A, seal_A, mob_B, imm_B, diss_B, seal_B, M_C
258600.000000,109467.760069,103641.444137,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000985,0.000023,0.007265
259200.000000,109467.840568,103641.577513,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000985,0.000023,0.007266
259800.000000,109468.034118,103641.680539,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000985,0.000023,0.007266
260400.000000,109468.225665,103641.968794,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000985,0.000023,0.007267
261000.000000,109468.499505,103642.122283,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000986,0.000023,0.007268
261600.000000,109468.807922,103642.182767,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000986,0.000023,0.007268
262200.000000,109469.222459,103642.619722,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000986,0.000023,0.007269
262800.000000,109469.571546,103643.081058,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000986,0.000023,0.007269
263400.000000,109470.017955,103643.186101,0.000000,0.000022,0.001037,0.000671,0.000000,0.000056,0.000986,0.000023,0.007270
264000.000000,109470.250480,103643.173049,0.000000,0.000022,0.001037,0.000671,0.000000,0.000056,0.000986,0.000023,0.007270
264600.000000,109470.400873,103642.804750,0.000000,0.000022,0.001038,0.000671,0.000000,0.000056,0.000986,0.000023,0.007271
265200.000000,109470.466962,103642.671493,0.000000,0.000022,0.001038,0.000671,0.000000,0.000056,0.000986,0.000023,0.007271
265800.000000,109470.492804,103642.635163,0.000000,0.000021,0.001038,0.000671,0.000000,0.000056,0.000986,0.000023,0.007272
266400.000000,109470.596397,103642.855647,0.000000,0.000021,0.001038,0.000671,0.000000,0.000056,0.000986,0.000023,0.007272
267000.000000,109470.630967,103642.762403,0.000000,0.000021,0.001038,0.000671,0.000000,0.000056,0.000986,0.000023,0.007273
267600.000000,109470.708782,103643.185774,0.000000,0.000021,0.001038,0.000671,0.000000,0.000056,0.000986,0.000023,0.007274
268200.000000,109470.716457,103643.341257,0.000000,0.000021,0.001038,0.000671,0.000000,0.000056,0.000986,0.000023,0.007274
268800.000000,109470.874204,103643.485273,0.000000,0.000021,0.001038,0.000671,0.000000,0.000056,0.000986,0.000023,0.007275
269400.000000,109470.988011,103643.600017,0.000000,0.000021,0.001038,0.000670,0.000000,0.000056,0.000986,0.000023,0.007275
270000.000000,109471.220967,103643.850226,0.000000,0.000021,0.001038,0.000670,0.000000,0.000056,0.000986,0.000023,0.007275
270600.000000,109471.495893,103644.247693,0.000000,0.000021,0.001038,0.000670,0.000000,0.000056,0.000986,0.000023,0.007276
271200.000000,109471.701661,103644.551972,0.000000,0.000021,0.001038,0.000670,0.000000,0.000056,0.000986,0.000023,0.007276
271800.000000,109471.722063,103644.717012,0.000000,0.000021,0.001038,0.000670,0.000000,0.000056,0.000986,0.000023,0.007277
272400.000000,109472.119776,103644.912682,0.000000,0.000021,0.001038,0.000670,0.000000,0.000055,0.000986,0.000023,0.007277
273000.000000,109472.275166,103645.008506,0.000000,0.000021,0.001038,0.000670,0.000000,0.000055,0.000986,0.000023,0.007277
273600.000000,109472.258461,103645.136851,0.000000,0.000021,0.001038,0.000670,0.000000,0.000055,0.000986,0.000023,0.007278
274200.000000,109472.393102,103645.127699,0.000000,0.000021,0.001039,0.000670,0.000000,0.000055,0.000986,0.000023,0.007278
274800.000000,109472.487499,103645.141424,0.000000,0.000021,0.001039,0.000670,0.000000,0.000055,0.000986,0.000023,0.007279
275400.000000,109472.343918,103644.916991,0.000000,0.000021,0.001039,0.000670,0.000000,0.000055,0.000986,0.000023,0.007279
276000.000000,109472.242888,103644.881443,0.000000,0.000021,0.001039,0.000670,0.000000,0.000055,0.000986,0.000023,0.007279
276600.000000,109472.383666,103644.956969,0.000000,0.000021,0.001039,0.000670,0.000000,0.000055,0.000986,0.000023,0.007280
277200.000000,109472.254988,103644.980805,0.000000,0.000021,0.001039,0.000670,0.000000,0.000055,0.000986,0.000023,0.007280
277800.000000,109472.324739,103645.026202,0.000000,0.000021,0.001039,0.000670,0.000000,0.000055,0.000986,0.000023,0.007280
278400.000000,109472.196145,103645.150076,0.000000,0.000020,0.001039,0.000670,0.000000,0.000055,0.000986,0.000023,0.007280
279000.000000,109472.179202,103645.073338,0.000000,0.000020,0.001039,0.000670,0.000000,0.000055,0.000986,0.000023,0.007281
279600.000000,109472.149743,103645.019103,0.000000,0.000020,0.001039,0.000670,0.000000,0.000055,0.000986,0.000023,0.007281
280200.000000,109472.083285,103644.916547,0.000000,0.000020,0.001039,0.000670,0.000000,0.000055,0.000987,0.000023,0.007281
280800.000000,109472.156409,103645.059011,0.000000,0.000020,0.001039,0.000670,0.000000,0.000055,0.000987,0.000023,0.007282
281400.000000,109472.328127,103645.081875,0.000000,0.000020,0.001039,0.000670,0.000000,0.000055,0.000987,0.000023,0.007282
282000.000000,109472.429259,103645.227908,0.000000,0.000020,0.001039,0.000670,0.000000,0.000054,0.000987,0.000023,0.007282
282600.000000,109472.436875,103645.288179,0.000000,0.000020,0.001039,0.000670,0.000000,0.000054,0.000987,0.000023,0.007282
283200.000000,109472.543506,103645.491571,0.000000,0.000020,0.001039,0.000669,0.000000,0.000054,0.000987,0.000023,0.007282
283800.000000,109472.663437,103645.583164,0.000000,0.000020,0.001039,0.000669,0.000000,0.000054,0.000987,0.000023,0.007283
284400.000000,109472.747748,103645.615290,0.000000,0.000020,0.001039,0.000669,0.000000,0.000054,0.000987,0.000023,0.007283
285000.000000,109472.784876,103645.575178,0.000000,0.000020,0.001040,0.000669,0.000000,0.000054,0.000987,0.000023,0.007283
285600.000000,109473.045497,103645.875972,0.000000,0.000020,0.001040,0.000669,0.000000,0.000054,0.000987,0.000023,0.007283
286200.000000,109473.179415,103645.976758,0.000000,0.000020,0.001040,0.000669,0.000000,0.000054,0.000987,0.000023,0.007283
286800.000000,109473.259252,103646.030510,0.000000,0.000020,0.001040,0.000669,0.000000,0.000054,0.000987,0.000023,0.007283
287400.000000,109473.385993,103646.102388,0.000000,0.000020,0.001040,0.000669,0.000000,0.000054,0.000987,0.000023,0.007283
288000.000000,109473.442187,103646.138643,0.000000,0.000020,0.001040,0.000669,0.000000,0.000054,0.000987,0.000023,0.007284
288600.000000,109473.505330,103646.397303,0.000000,0.000020,0.001040,0.000669,0.000000,0.000054,0.000987,0.000023,0.007284
289200.000000,109473.548992,103646.439113,0.000000,0.000020,0.001040,0.000669,0.000000,0.000054,0.000987,0.000023,0.007284
289800.000000,109473.429557,103646.369448,0.000000,0.000020,0.001040,0.000669,0.000000,0.000054,0.000987,0.000023,0.007284
290400.000000,109473.203277,103646.038303,0.000000,0.000020,0.001040,0.000669,0.000000,0.000054,0.000987,0.000023,0.007284
291000.000000,109472.994096,103645.701676,0.000000,0.000020,0.001040,0.000669,0.000000,0.000054,0.000987,0.000023,0.007284
291600.000000,109472.853051,103645.530284,0.000000,0.000019,0.001040,0.000669,0.000000,0.000053,0.000987,0.000023,0.007284
292200.000000,109472.803211,103645.431669,0.000000,0.000019,0.001040,0.000669,0.000000,0.000053,0.000987,0.000023,0.007284
292800.000000,109472.626054,103644.924266,0.000000,0.000019,0.001040,0.000669,0.000000,0.000053,0.000987,0.000023,0.007284
293400.000000,109472.589192,103644.868749,0.000000,0.000019,0.001040,0.000669,0.000000,0.000053,0.000987,0.000023,0.007284
294000.000000,109472.625481,103644.899401,0.000000,0.000019,0.001040,0.000669,0.000000,0.000053,0.000987,0.000023,0.007284
294600.000000,109472.314307,103644.792349,0.000000,0.000019,0.001040,0.000669,0.000000,0.000053,0.000987,0.000023,0.007284
295200.000000,109472.271501,103644.773907,0.000000,0.000019,0.001040,0.000669,0.000000,0.000053,0.000987,0.000023,0.007284
295800.000000,109472.198001,103644.687582,0.000000,0.000019,0.001041,0.000669,0.000000,0.000053,0.000987,0.000023,0.007284
296400.000000,109472.204833,103644.709566,0.000000,0.000019,0.001041,0.000668,0.000000,0.000053,0.000987,0.000023,0.007284
297000.000000,109472.184433,103644.673527,0.000000,0.000019,0.001041,0.000668,0.000000,0.000053,0.000987,0.000023,0.007284
297600.000000,109472.284752,103644.716939,0.000000,0.000019,0.001041,0.000668,0.000000,0.000053,0.000987,0.000023,0.007284
298200.000000,109472.404447,103644.912098,0.000000,0.000019,0.001041,0.000668,0.000000,0.000053,0.000987,0.000023,0.007284
298800.000000,109472.540970,103645.040343,0.000000,0.000019,0.001041,0.000668,0.000000,0.000053,0.000987,0.000023,0.007284
299400.000000,109472.833233,103645.506701,0.000000,0.000019,0.001041,0.000668,0.000000,0.000053,0.000987,0.000023,0.007284
300000.000000,109472.989375,103645.730090,0.000000,0.000019,0.001041,0.000668,0.000000,0.000053,0.000987,0.000023,0.007284
300600.000000,109473.127631,103645.903813,0.000000,0.000019,0.001041,0.000668,0.000000,0.000053,0.000987,0.000023,0.007283
301200.000000,109473.296903,103646.081083,0.000000,0.000019,0.001041,0.000668,0.000000,0.000052,0.000987,0.000023,0.007283
301800.000000,109473.336539,103646.282853,0.000000,0.000019,0.001041,0.000668,0.000000,0.000052,0.000987,0.000023,0.007283
302400.000000,109473.587533,103646.486605,0.000000,0.000019,0.001041,0.000668,0.000000,0.000052,0.000988,0.000023,0.007283
303000.000000,109473.864374,103646.656711,0.000000,0.000019,0.001041,0.000668,0.000000,0.000052,0.000988,0.000023,0.007283
303600.000000,109473.993596,103646.787587,0.000000,0.000019,0.001041,0.000668,0.000000,0.000052,0.000988,0.000023,0.007282
304200.000000,109474.131623,103646.853435,0.000000,0.000018,0.001041,0.000668,0.000000,0.000052,0.000988,0.000023,0.007282
304800.000000,109474.268719,103647.020476,0.000000,0.000018,0.001041,0.000668,0.000000,0.000052,0.000988,0.000023,0.007282
305400.000000,109474.417645,103647.026919,0.000000,0.000018,0.001041,0.000668,0.000000,0.000052,0.000988,0.000023,0.007282
306000.000000,109474.390179,103646.775493,0.000000,0.000018,0.001041,0.000668,0.000000,0.000052,0.000988,0.000023,0.007282
306600.000000,109474.325715,103646.642562,0.000000,0.000018,0.001042,0.000668,0.000000,0.000052,0.000988,0.000023,0.007281
307200.000000,109474.476359,103646.521665,0.000000,0.000018,0.001042,0.000668,0.000000,0.000052,0.000988,0.000023,0.007281
307800.000000,109474.586875,103646.686142,0.000000,0.000018,0.001042,0.000668,0.000000,0.000052,0.000988,0.000023,0.007281
308400.000000,109474.780459,103646.889858,0.000000,0.000018,0.001042,0.000668,0.000000,0.000052,0.000988,0.000023,0.007281
309000.000000,109474.927293,103647.055211,0.000000,0.000018,0.001042,0.000668,0.000000,0.000052,0.000988,0.000023,0.007281
309600.000000,109475.018155,103647.097901,0.000000,0.000018,0.001042,0.000668,0.000000,0.000052,0.000988,0.000023,0.007280
310200.000000,109475.009548,103647.073654,0.000000,0.000018,0.001042,0.000667,0.000000,0.000052,0.000988,0.000023,0.007280
310800.000000,109474.976025,103646.999680,0.000000,0.000018,0.001042,0.000667,0.000000,0.000052,0.000988,0.000023,0.007280
311400.000000,109474.856579,103646.993526,0.000000,0.000018,0.001042,0.000667,0.000000,0.000051,0.000988,0.000023,0.007280
312000.000000,109474.823645,103646.945882,0.000000,0.000018,0.001042,0.000667,0.000000,0.000051,0.000988,0.000023,0.007280
312600.000000,109474.891491,103647.100376,0.000000,0.000018,0.001042,0.000667,0.000000,0.000051,0.000988,0.000023,0.007279
313200.000000,109475.036515,103647.443777,0.000000,0.000018,0.001042,0.000667,0.000000,0.000051,0.000988,0.000023,0.007279
313800.000000,109475.170987,103647.569683,0.000000,0.000018,0.001042,0.000667,0.000000,0.000051,0.000988,0.000023,0.007279
314400.000000,109475.323837,103647.748886,0.000000,0.000018,0.001042,0.000667,0.000000,0.000051,0.000988,0.000023,0.007278
315000.000000,109475.515540,103648.021289,0.000000,0.000018,0.001042,0.000667,0.000000,0.000051,0.000988,0.000023,0.007278
315600.000000,109475.573891,103648.109587,0.000000,0.000018,0.001042,0.000667,0.000000,0.000051,0.000988,0.000023,0.007278
316200.000000,109475.654359,103647.995357,0.000000,0.000018,0.001042,0.000667,0.000000,0.000051,0.000988,0.000023,0.007277
316800.000000,109475.642160,103647.893936,0.000000,0.000018,0.001042,0.000667,0.000000,0.000051,0.000988,0.000023,0.007277
317400.000000,109475.676656,103647.847731,0.000000,0.000018,0.001042,0.000667,0.000000,0.000051,0.000988,0.000023,0.007277
318000.000000,109475.717461,103647.879938,0.000000,0.000017,0.001043,0.000667,0.000000,0.000051,0.000988,0.000023,0.007276
318600.000000,109475.728382,103647.881238,0.000000,0.000017,0.001043,0.000667,0.000000,0.000051,0.000988,0.000023,0.007276
319200.000000,109475.727273,103647.860003,0.000000,0.000017,0.001043,0.000667,0.000000,0.000051,0.000988,0.000023,0.007276
319800.000000,109475.771164,103647.906313,0.000000,0.000017,0.001043,0.000667,0.000000,0.000051,0.000988,0.000023,0.007275
320400.000000,109475.747525,103647.928223,0.000000,0.000017,0.001043,0.000667,0.000000,0.000051,0.000988,0.000023,0.007275
321000.000000,109475.831468,103647.958208,0.000000,0.000017,0.001043,0.000667,0.000000,0.000051,0.000988,0.000023,0.007274
321600.000000,109475.856160,103647.967190,0.000000,0.000017,0.001043,0.000667,0.000000,0.000051,0.000988,0.000023,0.007274
322200.000000,109475.954124,103648.047435,0.000000,0.000017,0.001043,0.000667,0.000000,0.000050,0.000988,0.000023,0.007273
322800.000000,109476.018977,103648.207780,0.000000,0.000017,0.001043,0.000667,0.000000,0.000050,0.000988,0.000023,0.007273
323400.000000,109476.152259,103648.394768,0.000000,0.000017,0.001043,0.000666,0.000000,0.000050,0.000988,0.000023,0.007273
324000.000000,109476.440579,103648.648787,0.000000,0.000017,0.001043,0.000666,0.000000,0.000050,0.000988,0.000023,0.007272
324600.000000,109476.701579,103648.849036,0.000000,0.000017,0.001043,0.000666,0.000000,0.000050,0.000988,0.000023,0.007272
325200.000000,109476.997036,103649.004577,0.000000,0.000017,0.001043,0.000666,0.000000,0.000050,0.000988,0.000023,0.007271
325800.000000,109477.202786,103649.090780,0.000000,0.000017,0.001043,0.000666,0.000000,0.000050,0.000988,0.000023,0.007271
326400.000000,109477.391580,103649.185446,0.000000,0.000017,0.001043,0.000666,0.000000,0.000050,0.000989,0.000023,0.007270
327000.000000,109477.554088,103649.288765,0.000000,0.000017,0.001043,0.000666,0.000000,0.000050,0.000989,0.000023,0.007270
327600.000000,109477.705356,103649.417677,0.000000,0.000017,0.001043,0.000666,0.000000,0.000050,0.000989,0.000023,0.007269
328200.000000,109477.706384,103649.606259,0.000000,0.000017,0.001043,0.000666,0.000000,0.000050,0.000989,0.000023,0.007269
328800.000000,109477.895264,103649.743164,0.000000,0.000017,0.001043,0.000666,0.000000,0.000050,0.000989,0.000023,0.007268
329400.000000,109477.898197,103649.807939,0.000000,0.000017,0.001044,0.000666,0.000000,0.000050,0.000989,0.000023,0.007268
330000.000000,109478.069653,103649.886634,0.000000,0.000017,0.001044,0.000666,0.000000,0.000050,0.000989,0.000023,0.007267
330600.000000,109478.117920,103650.002606,0.000000,0.000017,0.001044,0.000666,0.000000,0.000050,0.000989,0.000023,0.007267
331200.000000,109478.261603,103650.151384,0.000000,0.000017,0.001044,0.000666,0.000000,0.000050,0.000989,0.000023,0.007266
331800.000000,109478.366703,103650.238221,0.000000,0.000016,0.001044,0.000666,0.000000,0.000050,0.000989,0.000023,0.007265
332400.000000,109478.513720,103650.200237,0.000000,0.000016,0.001044,0.000666,0.000000,0.000050,0.000989,0.000023,0.007265
333000.000000,109478.502806,103650.265754,0.000000,0.000016,0.001044,0.000666,0.000000,0.000049,0.000989,0.000023,0.007264
333600.000000,109478.592443,103650.371279,0.000000,0.000016,0.001044,0.000666,0.000000,0.000049,0.000989,0.000023,0.007264
334200.000000,109478.548199,103650.400422,0.000000,0.000016,0.001044,0.000666,0.000000,0.000049,0.000989,0.000023,0.007263
334800.000000,109478.620076,103650.417309,0.000000,0.000016,0.001044,0.000666,0.000000,0.000049,0.000989,0.000023,0.007263
335400.000000,109478.553447,103650.451825,0.000000,0.000016,0.001044,0.000666,0.000000,0.000049,0.000989,0.000023,0.007262
336000.000000,109478.650340,103650.521492,0.000000,0.000016,0.001044,0.000666,0.000000,0.000049,0.000989,0.000023,0.007261
336600.000000,109478.639970,103650.479981,0.000000,0.000016,0.001044,0.000665,0.000000,0.000049,0.000989,0.000023,0.007261
337200.000000,109478.690833,103650.468297,0.000000,0.000016,0.001044,0.000665,0.000000,0.000049,0.000989,0.000023,0.007260
337800.000000,109478.885357,103650.439531,0.000000,0.000016,0.001044,0.000665,0.000000,0.000049,0.000989,0.000023,0.007260
338400.000000,109478.744639,103650.144916,0.000000,0.000016,0.001044,0.000665,0.000000,0.000049,0.000989,0.000023,0.007259
339000.000000,109478.680779,103649.914940,0.000000,0.000016,0.001044,0.000665,0.000000,0.000049,0.000989,0.000023,0.007258
339600.000000,109478.627284,103649.831102,0.000000,0.000016,0.001044,0.000665,0.000000,0.000049,0.000989,0.000023,0.007258
340200.000000,109478.603029,103649.731157,0.000000,0.000016,0.001044,0.000665,0.000000,0.000049,0.000989,0.000023,0.007257
340800.000000,109478.678757,103649.799492,0.000000,0.000016,0.001044,0.000665,0.000000,0.000049,0.000989,0.000023,0.007257
341400.000000,109478.612991,103649.661679,0.000000,0.000016,0.001044,0.000665,0.000000,0.000049,0.000989,0.000023,0.007256
342000.000000,109478.440957,103649.496323,0.000000,0.000016,0.001044,0.000665,0.000000,0.000049,0.000989,0.000023,0.007255
342600.000000,109478.489291,103649.576031,0.000000,0.000016,0.001044,0.000665,0.000000,0.000049,0.000989,0.000023,0.007255
343200.000000,109478.469040,103649.606324,0.000000,0.000016,0.001045,0.000665,0.000000,0.000049,0.000989,0.000023,0.007254
343800.000000,109478.668619,103649.780940,0.000000,0.000016,0.001045,0.000665,0.000000,0.000049,0.000989,0.000023,0.007253
344400.000000,109478.720715,103649.885969,0.000000,0.000016,0.001045,0.000665,0.000000,0.000048,0.000989,0.000023,0.007253
345000.000000,109478.803162,103649.635843,0.000000,0.000016,0.001045,0.000665,0.000000,0.000048,0.000989,0.000023,0.007252
345600.000000,109478.772795,103649.678680,0.000000,0.000016,0.001045,0.000665,0.000000,0.000048,0.000989,0.000023,0.007251
346200.000000,109478.684493,103649.751139,0.000000,0.000016,0.001045,0.000665,0.000000,0.000048,0.000989,0.000023,0.007251
346800.000000,109478.707674,103649.781148,0.000000,0.000016,0.001045,0.000665,0.000000,0.000048,0.000989,0.000023,0.007250
347400.000000,109478.738335,103649.861938,0.000000,0.000016,0.001045,0.000665,0.000000,0.000048,0.000989,0.000023,0.007249
348000.000000,109478.749114,103649.861700,0.000000,0.000016,0.001045,0.000665,0.000000,0.000048,0.000989,0.000023,0.007248
348600.000000,109478.669710,103649.862414,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000989,0.000023,0.007248
349200.000000,109478.687664,103649.805920,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000989,0.000023,0.007247
349800.000000,109478.578480,103649.581834,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000989,0.000023,0.007246
350400.000000,109478.635003,103649.800531,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000989,0.000023,0.007245
351000.000000,109478.709010,103649.633385,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000989,0.000023,0.007245
351600.000000,109478.853654,103649.789747,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000989,0.000023,0.007244
352200.000000,109479.118583,103650.165856,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000989,0.000023,0.007243
352800.000000,109479.362779,103650.474007,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000989,0.000023,0.007242
353400.000000,109479.628010,103650.723088,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000989,0.000023,0.007241
354000.000000,109479.783270,103650.921674,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000989,0.000023,0.007240
354600.000000,109480.004710,103651.109198,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000989,0.000023,0.007240
355200.000000,109480.270192,103651.227213,0.000000,0.000015,0.001045,0.000664,0.000000,0.000048,0.000990,0.000023,0.007239
355800.000000,109480.476524,103651.330943,0.000000,0.000015,0.001045,0.000664,0.000000,0.000047,0.000990,0.000023,0.007238
356400.000000,109480.650220,103651.460316,0.000000,0.000015,0.001045,0.000664,0.000000,0.000047,0.000990,0.000023,0.007237
357000.000000,109480.797820,103651.523565,0.000000,0.000015,0.001045,0.000664,0.000000,0.000047,0.000990,0.000023,0.007236
357600.000000,109480.946317,103651.578331,0.000000,0.000015,0.001045,0.000664,0.000000,0.000047,0.000990,0.000023,0.007235
358200.000000,109481.196347,103651.826226,0.000000,0.000015,0.001045,0.000664,0.000000,0.000047,0.000990,0.000023,0.007235
358800.000000,109481.406162,103651.992589,0.000000,0.000015,0.001045,0.000664,0.000000,0.000047,0.000990,0.000023,0.007234
359400.000000,109481.553262,103652.054762,0.000000,0.000015,0.001046,0.000664,0.000000,0.000047,0.000990,0.000023,0.007233
360000.000000,109481.846170,103652.263596,0.000000,0.000015,0.001046,0.000664,0.000000,0.000047,0.000990,0.000023,0.007232
360600.000000,109482.156002,103652.493678,0.000000,0.000015,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007231
361200.000000,109482.357197,103652.656870,0.000000,0.000015,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007230
361800.000000,109482.481032,103652.728446,0.000000,0.000015,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007229
362400.000000,109482.603840,103652.877515,0.000000,0.000015,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007228
363000.000000,109482.764566,103653.035767,0.000000,0.000015,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007228
363600.000000,109482.860758,103653.141589,0.000000,0.000015,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007227
364200.000000,109482.955767,103653.184942,0.000000,0.000015,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007226
364800.000000,109482.990927,103653.225131,0.000000,0.000015,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007225
365400.000000,109483.065412,103653.302794,0.000000,0.000015,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007224
366000.000000,109483.097156,103653.344863,0.000000,0.000015,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007223
366600.000000,109483.096512,103653.364798,0.000000,0.000014,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007222
367200.000000,109482.999191,103653.350303,0.000000,0.000014,0.001046,0.000663,0.000000,0.000047,0.000990,0.000023,0.007221
367800.000000,109482.926374,103653.141006,0.000000,0.000014,0.001046,0.000663,0.000000,0.000046,0.000990,0.000023,0.007220
368400.000000,109482.747899,103652.900046,0.000000,0.000014,0.001046,0.000663,0.000000,0.000046,0.000990,0.000023,0.007219
369000.000000,109482.659867,103652.905829,0.000000,0.000014,0.001046,0.000663,0.000000,0.000046,0.000990,0.000023,0.007218
369600.000000,109482.498090,103652.712123,0.000000,0.000014,0.001046,0.000663,0.000000,0.000046,0.000990,0.000023,0.007217
370200.000000,109482.397523,103652.620354,0.000000,0.000014,0.001046,0.000663,0.000000,0.000046,0.000990,0.000023,0.007216
370800.000000,109482.333948,103652.543057,0.000000,0.000014,0.001046,0.000663,0.000000,0.000046,0.000990,0.000023,0.007215
371400.000000,109482.282428,103652.346469,0.000000,0.000014,0.001046,0.000663,0.000000,0.000046,0.000990,0.000023,0.007214
372000.000000,109482.268515,103652.330270,0.000000,0.000014,0.001046,0.000663,0.000000,0.000046,0.000990,0.000023,0.007213
372600.000000,109482.258603,103652.310284,0.000000,0.000014,0.001046,0.000663,0.000000,0.000046,0.000990,0.000023,0.007212
373200.000000,109482.406227,103652.485008,0.000000,0.000014,0.001046,0.000662,0.000000,0.000046,0.000990,0.000023,0.007211
373800.000000,109482.486618,103652.560064,0.000000,0.000014,0.001046,0.000662,0.000000,0.000046,0.000990,0.000023,0.007210
374400.000000,109482.649993,103652.714068,0.000000,0.000014,0.001047,0.000662,0.000000,0.000046,0.000990,0.000023,0.007209
375000.000000,109482.820721,103652.813764,0.000000,0.000014,0.001047,0.000662,0.000000,0.000046,0.000990,0.000023,0.007208
375600.000000,109482.979297,103652.930421,0.000000,0.000014,0.001047,0.000662,0.000000,0.000046,0.000990,0.000023,0.007207
376200.000000,109483.002997,103652.600305,0.000000,0.000014,0.001047,0.000662,0.000000,0.000046,0.000990,0.000023,0.007206
376800.000000,109483.001005,103652.484586,0.000000,0.000014,0.001047,0.000662,0.000000,0.000046,0.000990,0.000023,0.007205
377400.000000,109483.043720,103652.412746,0.000000,0.000014,0.001047,0.000662,0.000000,0.000046,0.000990,0.000023,0.007204
378000.000000,109483.106143,103652.515222,0.000000,0.000014,0.001047,0.000662,0.000000,0.000046,0.000990,0.000023,0.007203
378600.000000,109483.053079,103652.397558,0.000000,0.000014,0.001047,0.000662,0.000000,0.000046,0.000990,0.000023,0.007202
379200.000000,109483.025979,103652.391582,0.000000,0.000014,0.001047,0.000662,0.000000,0.000046,0.000991,0.000023,0.007201
379800.000000,109483.002659,103652.234344,0.000000,0.000014,0.001047,0.000662,0.000000,0.000045,0.000991,0.000023,0.007200
380400.000000,109483.184596,103652.567910,0.000000,0.000014,0.001047,0.000662,0.000000,0.000045,0.000991,0.000023,0.007199
381000.000000,109483.390788,103652.688081,0.000000,0.000014,0.001047,0.000662,0.000000,0.000045,0.000991,0.000023,0.007198
381600.000000,109483.469182,103652.731584,0.000000,0.000014,0.001047,0.000662,0.000000,0.000045,0.000991,0.000023,0.007196
382200.000000,109483.551497,103652.728169,0.000000,0.000014,0.001047,0.000662,0.000000,0.000045,0.000991,0.000023,0.007195
382800.000000,109483.793769,103653.199129,0.000000,0.000014,0.001047,0.000662,0.000000,0.000045,0.000991,0.000023,0.007194
383400.000000,109483.983553,103653.364591,0.000000,0.000014,0.001047,0.000662,0.000000,0.000045,0.000991,0.000023,0.007193
384000.000000,109484.134299,103653.545483,0.000000,0.000014,0.001047,0.000662,0.000000,0.000045,0.000991,0.000023,0.007192
384600.000000,109484.233834,103653.562779,0.000000,0.000013,0.001047,0.000662,0.000000,0.000045,0.000991,0.000023,0.007191
385200.000000,109484.140100,103653.452921,0.000000,0.000013,0.001047,0.000662,0.000000,0.000045,0.000991,0.000023,0.007190
385800.000000,109484.132542,103653.356514,0.000000,0.000013,0.001047,0.000662,0.000000,0.000045,0.000991,0.000023,0.007189
386400.000000,109484.235825,103653.530401,0.000000,0.000013,0.001047,0.000661,0.000000,0.000045,0.000991,0.000023,0.007188
387000.000000,109484.286722,103653.503830,0.000000,0.000013,0.001047,0.000661,0.000000,0.000045,0.000991,0.000023,0.007186
387600.000000,109484.365521,103653.697315,0.000000,0.000013,0.001047,0.000661,0.000000,0.000045,0.000991,0.000023,0.007185
388200.000000,109484.517991,103653.868395,0.000000,0.000013,0.001047,0.000661,0.000000,0.000045,0.000991,0.000023,0.007184
388800.000000,109484.582324,103653.939195,0.000000,0.000013,0.001048,0.000661,0.000000,0.000045,0.000991,0.000023,0.007183
389400.000000,109484.591297,103653.807942,0.000000,0.000013,0.001048,0.000661,0.000000,0.000045,0.000991,0.000023,0.007182
390000.000000,109484.537210,103653.719120,0.000000,0.000013,0.001048,0.000661,0.000000,0.000045,0.000991,0.000023,0.007180
390600.000000,109484.594640,103653.779139,0.000000,0.000013,0.001048,0.000661,0.000000,0.000045,0.000991,0.000023,0.007179
