t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,total_CO2_mass
271200,1.113989E+05,1.055017E+05,3.477E-04,0.000E+00,3.629E-03,5.791E-04,0.000E+00,0.000E+00,3.077E-04,5.791E-04,1.598E+00,9.438E-03
271800,1.113989E+05,1.055017E+05,3.445E-04,0.000E+00,3.633E-03,5.793E-04,0.000E+00,0.000E+00,3.076E-04,5.793E-04,1.597E+00,9.438E-03
272400,1.113988E+05,1.055017E+05,3.412E-04,0.000E+00,3.636E-03,5.796E-04,0.000E+00,0.000E+00,3.074E-04,5.796E-04,1.595E+00,9.438E-03
273000,1.113988E+05,1.055017E+05,3.379E-04,0.000E+00,3.640E-03,5.798E-04,0.000E+00,0.000E+00,3.072E-04,5.798E-04,1.594E+00,9.438E-03
273600,1.113988E+05,1.055017E+05,3.344E-04,0.000E+00,3.644E-03,5.800E-04,0.000E+00,0.000E+00,3.071E-04,5.800E-04,1.592E+00,9.438E-03
274200,1.113988E+05,1.055017E+05,3.309E-04,0.000E+00,3.648E-03,5.802E-04,0.000E+00,0.000E+00,3.069E-04,5.802E-04,1.590E+00,9.438E-03
274800,1.113988E+05,1.055017E+05,3.274E-04,0.000E+00,3.652E-03,5.804E-04,0.000E+00,0.000E+00,3.067E-04,5.804E-04,1.588E+00,9.438E-03
275400,1.113988E+05,1.055017E+05,3.237E-04,0.000E+00,3.657E-03,5.806E-04,0.000E+00,0.000E+00,3.066E-04,5.806E-04,1.586E+00,9.438E-03
276000,1.113988E+05,1.055017E+05,3.199E-04,0.000E+00,3.661E-03,5.808E-04,0.000E+00,0.000E+00,3.064E-04,5.808E-04,1.584E+00,9.438E-03
276600,1.113988E+05,1.055016E+05,3.159E-04,0.000E+00,3.666E-03,5.811E-04,0.000E+00,0.000E+00,3.062E-04,5.811E-04,1.581E+00,9.438E-03
277200,1.113988E+05,1.055016E+05,3.118E-04,0.000E+00,3.670E-03,5.813E-04,0.000E+00,0.000E+00,3.060E-04,5.813E-04,1.579E+00,9.438E-03
277800,1.113987E+05,1.055016E+05,3.075E-04,0.000E+00,3.676E-03,5.815E-04,0.000E+00,0.000E+00,3.059E-04,5.815E-04,1.576E+00,9.438E-03
278400,1.113987E+05,1.055016E+05,3.030E-04,0.000E+00,3.681E-03,5.817E-04,0.000E+00,0.000E+00,3.057E-04,5.817E-04,1.573E+00,9.438E-03
279000,1.113987E+05,1.055016E+05,2.981E-04,0.000E+00,3.687E-03,5.819E-04,0.000E+00,0.000E+00,3.055E-04,5.819E-04,1.570E+00,9.438E-03
279600,1.113987E+05,1.055016E+05,2.930E-04,0.000E+00,3.693E-03,5.820E-04,0.000E+00,0.000E+00,3.053E-04,5.820E-04,1.567E+00,9.438E-03
280200,1.113986E+05,1.055016E+05,2.876E-04,2.166E-07,3.699E-03,5.822E-04,0.000E+00,0.000E+00,3.051E-04,5.822E-04,1.563E+00,9.438E-03
280800,1.113986E+05,1.055015E+05,2.819E-04,2.897E-07,3.705E-03,5.824E-04,0.000E+00,0.000E+00,3.049E-04,5.824E-04,1.560E+00,9.438E-03
281400,1.113985E+05,1.055015E+05,2.759E-04,2.716E-07,3.713E-03,5.825E-04,0.000E+00,0.000E+00,3.047E-04,5.825E-04,1.556E+00,9.438E-03
282000,1.113985E+05,1.055015E+05,2.648E-04,4.740E-06,3.721E-03,5.827E-04,0.000E+00,0.000E+00,3.044E-04,5.827E-04,1.552E+00,9.438E-03
282600,1.113986E+05,1.055015E+05,2.552E-04,7.849E-06,3.728E-03,5.828E-04,0.000E+00,0.000E+00,3.042E-04,5.828E-04,1.548E+00,9.438E-03
283200,1.113987E+05,1.055016E+05,2.502E-04,7.876E-06,3.734E-03,5.830E-04,0.000E+00,0.000E+00,3.040E-04,5.830E-04,1.544E+00,9.438E-03
283800,1.113987E+05,1.055016E+05,2.470E-04,6.673E-06,3.740E-03,5.832E-04,0.000E+00,0.000E+00,3.039E-04,5.832E-04,1.540E+00,9.438E-03
284400,1.113988E+05,1.055017E+05,2.441E-04,5.619E-06,3.744E-03,5.834E-04,0.000E+00,0.000E+00,3.037E-04,5.834E-04,1.536E+00,9.438E-03
285000,1.113989E+05,1.055017E+05,2.431E-04,3.945E-06,3.748E-03,5.837E-04,0.000E+00,0.000E+00,3.036E-04,5.837E-04,1.532E+00,9.438E-03
285600,1.113989E+05,1.055017E+05,2.408E-04,3.876E-06,3.750E-03,5.840E-04,0.000E+00,0.000E+00,3.035E-04,5.840E-04,1.527E+00,9.438E-03
286200,1.113990E+05,1.055018E+05,2.398E-04,2.743E-06,3.753E-03,5.843E-04,0.000E+00,0.000E+00,3.034E-04,5.843E-04,1.523E+00,9.438E-03
286800,1.113990E+05,1.055018E+05,2.388E-04,1.962E-06,3.755E-03,5.846E-04,0.000E+00,0.000E+00,3.033E-04,5.846E-04,1.519E+00,9.438E-03
287400,1.113990E+05,1.055018E+05,2.368E-04,2.292E-06,3.757E-03,5.849E-04,0.000E+00,0.000E+00,3.032E-04,5.849E-04,1.514E+00,9.438E-03
288000,1.113990E+05,1.055018E+05,2.357E-04,1.814E-06,3.759E-03,5.852E-04,0.000E+00,0.000E+00,3.031E-04,5.852E-04,1.510E+00,9.438E-03
288600,1.113990E+05,1.055018E+05,2.345E-04,1.445E-06,3.761E-03,5.854E-04,0.000E+00,0.000E+00,3.030E-04,5.854E-04,1.505E+00,9.438E-03
289200,1.113990E+05,1.055018E+05,2.335E-04,1.005E-06,3.763E-03,5.857E-04,0.000E+00,0.000E+00,3.029E-04,5.857E-04,1.501E+00,9.438E-03
289800,1.113990E+05,1.055018E+05,2.322E-04,9.973E-07,3.764E-03,5.859E-04,0.000E+00,0.000E+00,3.028E-04,5.859E-04,1.496E+00,9.438E-03
290400,1.113990E+05,1.055018E+05,2.311E-04,6.976E-07,3.766E-03,5.862E-04,0.000E+00,0.000E+00,3.027E-04,5.862E-04,1.492E+00,9.438E-03
291000,1.113990E+05,1.055018E+05,2.299E-04,4.878E-07,3.768E-03,5.864E-04,0.000E+00,0.000E+00,3.027E-04,5.864E-04,1.488E+00,9.438E-03
291600,1.113990E+05,1.055018E+05,2.287E-04,3.133E-07,3.770E-03,5.866E-04,0.000E+00,0.000E+00,3.026E-04,5.866E-04,1.483E+00,9.438E-03
292200,1.113990E+05,1.055018E+05,2.274E-04,1.493E-07,3.771E-03,5.868E-04,0.000E+00,0.000E+00,3.025E-04,5.868E-04,1.479E+00,9.438E-03
292800,1.113990E+05,1.055018E+05,2.261E-04,1.320E-08,3.773E-03,5.869E-04,0.000E+00,0.000E+00,3.024E-04,5.869E-04,1.475E+00,9.438E-03
293400,1.113990E+05,1.055018E+05,2.246E-04,0.000E+00,3.775E-03,5.871E-04,0.000E+00,0.000E+00,3.023E-04,5.871E-04,1.471E+00,9.438E-03
294000,1.113990E+05,1.055018E+05,2.232E-04,0.000E+00,3.777E-03,5.872E-04,0.000E+00,0.000E+00,3.023E-04,5.872E-04,1.467E+00,9.438E-03
294600,1.113989E+05,1.055018E+05,2.216E-04,0.000E+00,3.779E-03,5.874E-04,0.000E+00,0.000E+00,3.022E-04,5.874E-04,1.464E+00,9.438E-03
295200,1.113989E+05,1.055018E+05,2.200E-04,0.000E+00,3.781E-03,5.875E-04,0.000E+00,0.000E+00,3.021E-04,5.875E-04,1.460E+00,9.438E-03
295800,1.113989E+05,1.055018E+05,2.183E-04,0.000E+00,3.783E-03,5.876E-04,0.000E+00,0.000E+00,3.020E-04,5.876E-04,1.457E+00,9.438E-03
296400,1.113989E+05,1.055018E+05,2.166E-04,0.000E+00,3.785E-03,5.876E-04,0.000E+00,0.000E+00,3.019E-04,5.876E-04,1.453E+00,9.438E-03
297000,1.113989E+05,1.055018E+05,2.148E-04,0.000E+00,3.787E-03,5.877E-04,0.000E+00,0.000E+00,3.018E-04,5.877E-04,1.450E+00,9.438E-03
297600,1.113989E+05,1.055018E+05,2.130E-04,0.000E+00,3.790E-03,5.878E-04,0.000E+00,0.000E+00,3.017E-04,5.878E-04,1.447E+00,9.438E-03
298200,1.113989E+05,1.055018E+05,2.111E-04,0.000E+00,3.792E-03,5.878E-04,0.000E+00,0.000E+00,3.017E-04,5.878E-04,1.444E+00,9.438E-03
298800,1.113989E+05,1.055018E+05,2.092E-04,0.000E+00,3.795E-03,5.878E-04,0.000E+00,0.000E+00,3.016E-04,5.878E-04,1.441E+00,9.438E-03
299400,1.113989E+05,1.055018E+05,2.073E-04,0.000E+00,3.797E-03,5.879E-04,0.000E+00,0.000E+00,3.015E-04,5.879E-04,1.438E+00,9.438E-03
300000,1.113989E+05,1.055018E+05,2.053E-04,0.000E+00,3.800E-03,5.879E-04,0.000E+00,0.000E+00,3.014E-04,5.879E-04,1.436E+00,9.438E-03
300600,1.113989E+05,1.055018E+05,2.032E-04,0.000E+00,3.802E-03,5.879E-04,0.000E+00,0.000E+00,3.013E-04,5.879E-04,1.433E+00,9.438E-03
301200,1.113989E+05,1.055017E+05,2.011E-04,0.000E+00,3.805E-03,5.879E-04,0.000E+00,0.000E+00,3.012E-04,5.879E-04,1.431E+00,9.438E-03
301800,1.113989E+05,1.055017E+05,1.990E-04,0.000E+00,3.807E-03,5.879E-04,0.000E+00,0.000E+00,3.011E-04,5.879E-04,1.428E+00,9.438E-03
302400,1.113989E+05,1.055017E+05,1.969E-04,0.000E+00,3.810E-03,5.880E-04,0.000E+00,0.000E+00,3.010E-04,5.880E-04,1.426E+00,9.438E-03
303000,1.113988E+05,1.055017E+05,1.947E-04,0.000E+00,3.813E-03,5.880E-04,0.000E+00,0.000E+00,3.010E-04,5.880E-04,1.423E+00,9.438E-03
303600,1.113988E+05,1.055017E+05,1.925E-04,0.000E+00,3.816E-03,5.880E-04,0.000E+00,0.000E+00,3.009E-04,5.880E-04,1.421E+00,9.438E-03
304200,1.113988E+05,1.055017E+05,1.902E-04,0.000E+00,3.819E-03,5.880E-04,0.000E+00,0.000E+00,3.008E-04,5.880E-04,1.418E+00,9.438E-03
304800,1.113988E+05,1.055017E+05,1.879E-04,0.000E+00,3.821E-03,5.881E-04,0.000E+00,0.000E+00,3.007E-04,5.881E-04,1.416E+00,9.438E-03
305400,1.113988E+05,1.055017E+05,1.856E-04,0.000E+00,3.824E-03,5.881E-04,0.000E+00,0.000E+00,3.006E-04,5.881E-04,1.413E+00,9.438E-03
306000,1.113988E+05,1.055017E+05,1.833E-04,0.000E+00,3.827E-03,5.881E-04,0.000E+00,0.000E+00,3.005E-04,5.881E-04,1.411E+00,9.438E-03
306600,1.113988E+05,1.055017E+05,1.809E-04,0.000E+00,3.830E-03,5.882E-04,0.000E+00,0.000E+00,3.004E-04,5.882E-04,1.408E+00,9.438E-03
307200,1.113988E+05,1.055017E+05,1.784E-04,0.000E+00,3.834E-03,5.882E-04,0.000E+00,0.000E+00,3.003E-04,5.882E-04,1.405E+00,9.438E-03
307800,1.113988E+05,1.055017E+05,1.759E-04,0.000E+00,3.837E-03,5.882E-04,0.000E+00,0.000E+00,3.003E-04,5.882E-04,1.402E+00,9.438E-03
308400,1.113988E+05,1.055017E+05,1.734E-04,0.000E+00,3.840E-03,5.883E-04,0.000E+00,0.000E+00,3.002E-04,5.883E-04,1.399E+00,9.438E-03
309000,1.113988E+05,1.055017E+05,1.708E-04,0.000E+00,3.843E-03,5.883E-04,0.000E+00,0.000E+00,3.001E-04,5.883E-04,1.396E+00,9.438E-03
309600,1.113988E+05,1.055017E+05,1.682E-04,0.000E+00,3.846E-03,5.884E-04,0.000E+00,0.000E+00,3.000E-04,5.884E-04,1.393E+00,9.438E-03
310200,1.113988E+05,1.055017E+05,1.655E-04,0.000E+00,3.850E-03,5.884E-04,0.000E+00,0.000E+00,2.999E-04,5.884E-04,1.390E+00,9.438E-03
310800,1.113988E+05,1.055017E+05,1.627E-04,0.000E+00,3.853E-03,5.885E-04,0.000E+00,0.000E+00,2.998E-04,5.885E-04,1.386E+00,9.438E-03
311400,1.113988E+05,1.055017E+05,1.599E-04,0.000E+00,3.857E-03,5.885E-04,0.000E+00,0.000E+00,2.997E-04,5.885E-04,1.383E+00,9.438E-03
312000,1.113988E+05,1.055017E+05,1.569E-04,0.000E+00,3.861E-03,5.886E-04,0.000E+00,0.000E+00,2.996E-04,5.886E-04,1.379E+00,9.438E-03
312600,1.113987E+05,1.055017E+05,1.539E-04,0.000E+00,3.864E-03,5.886E-04,0.000E+00,0.000E+00,2.995E-04,5.886E-04,1.376E+00,9.438E-03
313200,1.113987E+05,1.055017E+05,1.507E-04,0.000E+00,3.868E-03,5.887E-04,0.000E+00,0.000E+00,2.994E-04,5.887E-04,1.372E+00,9.438E-03
313800,1.113987E+05,1.055017E+05,1.473E-04,0.000E+00,3.873E-03,5.887E-04,0.000E+00,0.000E+00,2.993E-04,5.887E-04,1.368E+00,9.438E-03
314400,1.113987E+05,1.055017E+05,1.438E-04,0.000E+00,3.877E-03,5.888E-04,0.000E+00,0.000E+00,2.992E-04,5.888E-04,1.364E+00,9.438E-03
315000,1.113987E+05,1.055016E+05,1.400E-04,0.000E+00,3.882E-03,5.888E-04,0.000E+00,0.000E+00,2.991E-04,5.888E-04,1.360E+00,9.438E-03
315600,1.113986E+05,1.055016E+05,1.357E-04,2.049E-07,3.887E-03,5.888E-04,0.000E+00,0.000E+00,2.990E-04,5.888E-04,1.356E+00,9.438E-03
316200,1.113986E+05,1.055016E+05,1.317E-04,0.000E+00,3.892E-03,5.889E-04,0.000E+00,0.000E+00,2.989E-04,5.889E-04,1.351E+00,9.438E-03
316800,1.113986E+05,1.055016E+05,1.271E-04,2.030E-07,3.898E-03,5.889E-04,0.000E+00,0.000E+00,2.987E-04,5.889E-04,1.347E+00,9.438E-03
317400,1.113985E+05,1.055016E+05,1.211E-04,1.192E-06,3.904E-03,5.889E-04,0.000E+00,0.000E+00,2.986E-04,5.889E-04,1.342E+00,9.438E-03
318000,1.113985E+05,1.055016E+05,1.113E-04,5.833E-06,3.910E-03,5.889E-04,0.000E+00,0.000E+00,2.985E-04,5.889E-04,1.338E+00,9.438E-03
318600,1.113985E+05,1.055016E+05,1.044E-04,7.395E-06,3.917E-03,5.888E-04,0.000E+00,0.000E+00,2.983E-04,5.888E-04,1.333E+00,9.438E-03
319200,1.113986E+05,1.055016E+05,1.022E-04,5.288E-06,3.922E-03,5.888E-04,0.000E+00,0.000E+00,2.982E-04,5.888E-04,1.329E+00,9.438E-03
319800,1.113987E+05,1.055017E+05,9.982E-05,4.232E-06,3.927E-03,5.888E-04,0.000E+00,0.000E+00,2.981E-04,5.888E-04,1.324E+00,9.438E-03
320400,1.113989E+05,1.055018E+05,9.880E-05,2.715E-06,3.930E-03,5.889E-04,0.000E+00,0.000E+00,2.980E-04,5.889E-04,1.320E+00,9.438E-03
321000,1.113989E+05,1.055018E+05,9.659E-05,3.208E-06,3.932E-03,5.889E-04,0.000E+00,0.000E+00,2.980E-04,5.889E-04,1.316E+00,9.438E-03
321600,1.113989E+05,1.055018E+05,9.366E-05,4.547E-06,3.934E-03,5.890E-04,0.000E+00,0.000E+00,2.979E-04,5.890E-04,1.311E+00,9.438E-03
322200,1.113989E+05,1.055018E+05,9.289E-05,3.736E-06,3.936E-03,5.890E-04,0.000E+00,0.000E+00,2.978E-04,5.890E-04,1.307E+00,9.438E-03
322800,1.113990E+05,1.055018E+05,9.207E-05,3.117E-06,3.938E-03,5.890E-04,0.000E+00,0.000E+00,2.978E-04,5.890E-04,1.302E+00,9.438E-03
323400,1.113990E+05,1.055018E+05,9.153E-05,2.358E-06,3.940E-03,5.890E-04,0.000E+00,0.000E+00,2.977E-04,5.890E-04,1.298E+00,9.438E-03
324000,1.113990E+05,1.055018E+05,9.067E-05,2.022E-06,3.941E-03,5.890E-04,0.000E+00,0.000E+00,2.977E-04,5.890E-04,1.294E+00,9.438E-03
324600,1.113990E+05,1.055018E+05,9.007E-05,1.535E-06,3.943E-03,5.890E-04,0.000E+00,0.000E+00,2.977E-04,5.890E-04,1.289E+00,9.438E-03
325200,1.113990E+05,1.055018E+05,8.944E-05,1.034E-06,3.944E-03,5.889E-04,0.000E+00,0.000E+00,2.976E-04,5.889E-04,1.285E+00,9.438E-03
325800,1.113990E+05,1.055018E+05,8.877E-05,7.290E-07,3.945E-03,5.889E-04,0.000E+00,0.000E+00,2.976E-04,5.889E-04,1.281E+00,9.438E-03
326400,1.113990E+05,1.055018E+05,8.808E-05,5.152E-07,3.946E-03,5.888E-04,0.000E+00,0.000E+00,2.975E-04,5.888E-04,1.276E+00,9.438E-03
327000,1.113990E+05,1.055018E+05,8.735E-05,3.541E-07,3.948E-03,5.887E-04,0.000E+00,0.000E+00,2.975E-04,5.887E-04,1.272E+00,9.438E-03
327600,1.113990E+05,1.055018E+05,8.660E-05,2.094E-07,3.949E-03,5.886E-04,0.000E+00,0.000E+00,2.975E-04,5.886E-04,1.267E+00,9.438E-03
328200,1.113990E+05,1.055018E+05,8.581E-05,8.752E-08,3.950E-03,5.884E-04,0.000E+00,0.000E+00,2.974E-04,5.884E-04,1.263E+00,9.438E-03
328800,1.113990E+05,1.055018E+05,8.500E-05,6.195E-08,3.951E-03,5.883E-04,0.000E+00,0.000E+00,2.974E-04,5.883E-04,1.259E+00,9.438E-03
329400,1.113990E+05,1.055018E+05,8.417E-05,1.999E-08,3.952E-03,5.881E-04,0.000E+00,0.000E+00,2.974E-04,5.881E-04,1.254E+00,9.438E-03
330000,1.113990E+05,1.055018E+05,8.331E-05,0.000E+00,3.953E-03,5.879E-04,0.000E+00,0.000E+00,2.973E-04,5.879E-04,1.250E+00,9.438E-03
330600,1.113990E+05,1.055018E+05,8.243E-05,0.000E+00,3.954E-03,5.877E-04,0.000E+00,0.000E+00,2.973E-04,5.877E-04,1.245E+00,9.438E-03
331200,1.113990E+05,1.055018E+05,8.152E-05,0.000E+00,3.955E-03,5.875E-04,0.000E+00,0.000E+00,2.973E-04,5.875E-04,1.241E+00,9.438E-03
331800,1.113990E+05,1.055018E+05,8.060E-05,0.000E+00,3.956E-03,5.873E-04,0.000E+00,0.000E+00,2.972E-04,5.873E-04,1.237E+00,9.438E-03
332400,1.113990E+05,1.055018E+05,7.965E-05,0.000E+00,3.957E-03,5.871E-04,0.000E+00,0.000E+00,2.972E-04,5.871E-04,1.233E+00,9.438E-03
333000,1.113990E+05,1.055018E+05,7.869E-05,0.000E+00,3.958E-03,5.868E-04,0.000E+00,0.000E+00,2.972E-04,5.868E-04,1.229E+00,9.438E-03
333600,1.113990E+05,1.055018E+05,7.771E-05,0.000E+00,3.959E-03,5.866E-04,0.000E+00,0.000E+00,2.971E-04,5.866E-04,1.225E+00,9.438E-03
334200,1.113990E+05,1.055018E+05,7.671E-05,0.000E+00,3.960E-03,5.863E-04,0.000E+00,0.000E+00,2.971E-04,5.863E-04,1.221E+00,9.438E-03
334800,1.113990E+05,1.055018E+05,7.570E-05,0.000E+00,3.962E-03,5.861E-04,0.000E+00,0.000E+00,2.971E-04,5.861E-04,1.218E+00,9.438E-03
335400,1.113990E+05,1.055018E+05,7.467E-05,0.000E+00,3.963E-03,5.859E-04,0.000E+00,0.000E+00,2.970E-04,5.859E-04,1.215E+00,9.438E-03
336000,1.113990E+05,1.055018E+05,7.362E-05,0.000E+00,3.964E-03,5.856E-04,0.000E+00,0.000E+00,2.970E-04,5.856E-04,1.211E+00,9.438E-03
336600,1.113990E+05,1.055018E+05,7.256E-05,0.000E+00,3.965E-03,5.854E-04,0.000E+00,0.000E+00,2.970E-04,5.854E-04,1.208E+00,9.438E-03
337200,1.113990E+05,1.055018E+05,7.148E-05,0.000E+00,3.966E-03,5.851E-04,0.000E+00,0.000E+00,2.969E-04,5.851E-04,1.205E+00,9.438E-03
337800,1.113990E+05,1.055018E+05,7.039E-05,0.000E+00,3.967E-03,5.849E-04,0.000E+00,0.000E+00,2.969E-04,5.849E-04,1.202E+00,9.438E-03
338400,1.113990E+05,1.055018E+05,6.928E-05,0.000E+00,3.969E-03,5.847E-04,0.000E+00,0.000E+00,2.969E-04,5.847E-04,1.200E+00,9.438E-03
339000,1.113990E+05,1.055018E+05,6.816E-05,0.000E+00,3.970E-03,5.844E-04,0.000E+00,0.000E+00,2.968E-04,5.844E-04,1.197E+00,9.438E-03
339600,1.113990E+05,1.055018E+05,6.702E-05,0.000E+00,3.971E-03,5.842E-04,0.000E+00,0.000E+00,2.968E-04,5.842E-04,1.195E+00,9.438E-03
340200,1.113990E+05,1.055018E+05,6.586E-05,0.000E+00,3.972E-03,5.840E-04,0.000E+00,0.000E+00,2.968E-04,5.840E-04,1.192E+00,9.438E-03
340800,1.113990E+05,1.055018E+05,6.469E-05,0.000E+00,3.974E-03,5.838E-04,0.000E+00,0.000E+00,2.967E-04,5.838E-04,1.190E+00,9.438E-03
341400,1.113990E+05,1.055018E+05,6.350E-05,0.000E+00,3.975E-03,5.835E-04,0.000E+00,0.000E+00,2.967E-04,5.835E-04,1.188E+00,9.438E-03
342000,1.113990E+05,1.055018E+05,6.229E-05,0.000E+00,3.976E-03,5.833E-04,0.000E+00,0.000E+00,2.967E-04,5.833E-04,1.185E+00,9.438E-03
342600,1.113990E+05,1.055018E+05,6.107E-05,0.000E+00,3.978E-03,5.831E-04,0.000E+00,0.000E+00,2.966E-04,5.831E-04,1.183E+00,9.438E-03
343200,1.113990E+05,1.055018E+05,5.983E-05,0.000E+00,3.979E-03,5.829E-04,0.000E+00,0.000E+00,2.966E-04,5.829E-04,1.181E+00,9.438E-03
343800,1.113990E+05,1.055018E+05,5.858E-05,0.000E+00,3.980E-03,5.827E-04,0.000E+00,0.000E+00,2.966E-04,5.827E-04,1.179E+00,9.438E-03
344400,1.113990E+05,1.055018E+05,5.730E-05,0.000E+00,3.982E-03,5.825E-04,0.000E+00,0.000E+00,2.965E-04,5.825E-04,1.176E+00,9.438E-03
345000,1.113990E+05,1.055018E+05,5.600E-05,0.000E+00,3.983E-03,5.823E-04,0.000E+00,0.000E+00,2.965E-04,5.823E-04,1.174E+00,9.438E-03
345600,1.113990E+05,1.055018E+05,5.468E-05,0.000E+00,3.985E-03,5.821E-04,0.000E+00,0.000E+00,2.965E-04,5.821E-04,1.172E+00,9.438E-03
346200,1.113990E+05,1.055018E+05,5.335E-05,0.000E+00,3.986E-03,5.819E-04,0.000E+00,0.000E+00,2.964E-04,5.819E-04,1.169E+00,9.438E-03
346800,1.113990E+05,1.055018E+05,5.199E-05,0.000E+00,3.987E-03,5.818E-04,0.000E+00,0.000E+00,2.964E-04,5.818E-04,1.167E+00,9.438E-03
347400,1.113990E+05,1.055018E+05,5.060E-05,0.000E+00,3.989E-03,5.816E-04,0.000E+00,0.000E+00,2.964E-04,5.816E-04,1.165E+00,9.438E-03
348000,1.113990E+05,1.055018E+05,4.919E-05,0.000E+00,3.991E-03,5.814E-04,0.000E+00,0.000E+00,2.964E-04,5.814E-04,1.162E+00,9.438E-03
348600,1.113990E+05,1.055018E+05,4.776E-05,0.000E+00,3.992E-03,5.812E-04,0.000E+00,0.000E+00,2.963E-04,5.812E-04,1.159E+00,9.438E-03
349200,1.113990E+05,1.055018E+05,4.629E-05,0.000E+00,3.994E-03,5.811E-04,0.000E+00,0.000E+00,2.963E-04,5.811E-04,1.157E+00,9.438E-03
349800,1.113990E+05,1.055018E+05,4.480E-05,0.000E+00,3.995E-03,5.809E-04,0.000E+00,0.000E+00,2.963E-04,5.809E-04,1.154E+00,9.438E-03
350400,1.113989E+05,1.055018E+05,4.327E-05,0.000E+00,3.997E-03,5.807E-04,0.000E+00,0.000E+00,2.962E-04,5.807E-04,1.152E+00,9.438E-03
351000,1.113989E+05,1.055018E+05,4.170E-05,0.000E+00,3.999E-03,5.806E-04,0.000E+00,0.000E+00,2.962E-04,5.806E-04,1.149E+00,9.438E-03
351600,1.113989E+05,1.055018E+05,4.009E-05,0.000E+00,4.001E-03,5.804E-04,0.000E+00,0.000E+00,2.962E-04,5.804E-04,1.146E+00,9.438E-03
352200,1.113989E+05,1.055018E+05,3.843E-05,0.000E+00,4.003E-03,5.803E-04,0.000E+00,0.000E+00,2.961E-04,5.803E-04,1.143E+00,9.438E-03
352800,1.113989E+05,1.055018E+05,3.672E-05,0.000E+00,4.005E-03,5.801E-04,0.000E+00,0.000E+00,2.961E-04,5.801E-04,1.140E+00,9.438E-03
353400,1.113989E+05,1.055018E+05,3.494E-05,0.000E+00,4.007E-03,5.800E-04,0.000E+00,0.000E+00,2.960E-04,5.800E-04,1.137E+00,9.438E-03
354000,1.113989E+05,1.055018E+05,3.309E-05,0.000E+00,4.009E-03,5.798E-04,0.000E+00,0.000E+00,2.960E-04,5.798E-04,1.134E+00,9.438E-03
354600,1.113989E+05,1.055018E+05,3.116E-05,0.000E+00,4.011E-03,5.797E-04,0.000E+00,0.000E+00,2.960E-04,5.797E-04,1.131E+00,9.438E-03
355200,1.113989E+05,1.055017E+05,2.913E-05,0.000E+00,4.013E-03,5.795E-04,0.000E+00,0.000E+00,2.959E-04,5.795E-04,1.128E+00,9.438E-03
355800,1.113989E+05,1.055017E+05,2.697E-05,0.000E+00,4.016E-03,5.794E-04,0.000E+00,0.000E+00,2.959E-04,5.794E-04,1.124E+00,9.438E-03
356400,1.113989E+05,1.055017E+05,2.466E-05,0.000E+00,4.019E-03,5.792E-04,0.000E+00,0.000E+00,2.958E-04,5.792E-04,1.121E+00,9.438E-03
357000,1.113988E+05,1.055017E+05,2.217E-05,0.000E+00,4.021E-03,5.791E-04,0.000E+00,0.000E+00,2.958E-04,5.791E-04,1.118E+00,9.438E-03
357600,1.113988E+05,1.055017E+05,1.825E-05,1.235E-06,4.025E-03,5.789E-04,0.000E+00,0.000E+00,2.957E-04,5.789E-04,1.114E+00,9.438E-03
358200,1.113988E+05,1.055017E+05,1.433E-05,2.266E-06,4.028E-03,5.787E-04,0.000E+00,0.000E+00,2.957E-04,5.787E-04,1.111E+00,9.438E-03
358800,1.113988E+05,1.055017E+05,9.995E-06,3.816E-06,4.031E-03,5.786E-04,0.000E+00,0.000E+00,2.956E-04,5.786E-04,1.107E+00,9.438E-03
359400,1.113989E+05,1.055017E+05,8.209E-06,3.090E-06,4.034E-03,5.784E-04,0.000E+00,0.000E+00,2.955E-04,5.784E-04,1.104E+00,9.438E-03
360000,1.113989E+05,1.055018E+05,5.761E-06,3.360E-06,4.037E-03,5.783E-04,0.000E+00,0.000E+00,2.955E-04,5.783E-04,1.100E+00,9.438E-03
360600,1.113989E+05,1.055018E+05,4.728E-06,2.521E-06,4.039E-03,5.782E-04,0.000E+00,0.000E+00,2.955E-04,5.782E-04,1.097E+00,9.438E-03
361200,1.113990E+05,1.055018E+05,3.793E-06,2.089E-06,4.041E-03,5.781E-04,0.000E+00,0.000E+00,2.954E-04,5.781E-04,1.093E+00,9.438E-03
361800,1.113990E+05,1.055018E+05,2.298E-06,2.394E-06,4.042E-03,5.781E-04,0.000E+00,0.000E+00,2.954E-04,5.781E-04,1.089E+00,9.438E-03
362400,1.113990E+05,1.055018E+05,9.602E-07,2.773E-06,4.043E-03,5.780E-04,0.000E+00,0.000E+00,2.954E-04,5.780E-04,1.086E+00,9.438E-03
363000,1.113990E+05,1.055018E+05,0.000E+00,2.979E-06,4.044E-03,5.779E-04,0.000E+00,0.000E+00,2.954E-04,5.779E-04,1.082E+00,9.438E-03
363600,1.113990E+05,1.055018E+05,0.000E+00,2.260E-06,4.045E-03,5.778E-04,0.000E+00,0.000E+00,2.954E-04,5.778E-04,1.079E+00,9.438E-03
364200,1.113991E+05,1.055018E+05,0.000E+00,1.602E-06,4.045E-03,5.777E-04,0.000E+00,0.000E+00,2.954E-04,5.777E-04,1.075E+00,9.438E-03
